비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
59310085000000.0,75403902000000.0,8932008000000.0,11049642000000.0,19981650000000.0,49661366000000.0,55422252000000.0,11521825000000.0,4182591000000.0,4590532000000.0,3358333000000.0,3358333000000.0,2021,Q3,3657652000000.0,
68138592000000.0,84972544000000.0,11947187000000.0,14287743000000.0,26234930000000.0,52976872000000.0,58737614000000.0,11897258000000.0,4130326000000.0,4631340000000.0,3306547000000.0,3306547000000.0,2021,Q4,3657652000000.0,
69984646000000.0,87185591000000.0,13499545000000.0,13835929000000.0,27335474000000.0,54112915000000.0,59850117000000.0,10637572000000.0,2980093000000.0,2963968000000.0,2206125000000.0,2206125000000.0,2022,Q1,3657652000000.0,
73312598000000.0,91270524000000.0,12278587000000.0,16039053000000.0,28317640000000.0,57205272000000.0,62952884000000.0,12101714000000.0,4263282000000.0,4380679000000.0,3309553000000.0,3309553000000.0,2022,Q2,3657652000000.0,
69608782000000.0,95850394000000.0,13231964000000.0,17754173000000.0,30986137000000.0,59115800000000.0,64864257000000.0,9688365000000.0,2301868000000.0,2810585000000.0,2131215000000.0,2131215000000.0,2022,Q3,3657652000000.0,
74289103000000.0,91800233000000.0,14790337000000.0,16847074000000.0,31637411000000.0,54413210000000.0,60162822000000.0,5451048000000.0,-1884296000000.0,-5688192000000.0,-4856436000000.0,-4856436000000.0,2022,Q4,3657652000000.0,
75857822000000.0,93204338000000.0,12175532000000.0,22343427000000.0,34518959000000.0,52906343000000.0,58685379000000.0,4443475000000.0,-2276541000000.0,-2209842000000.0,-1296209000000.0,-1296209000000.0,2023,Q1,3657652000000.0,
75619764000000.0,92741899000000.0,14100240000000.0,21890303000000.0,35990543000000.0,50982808000000.0,56751356000000.0,5725439000000.0,-2059979000000.0,-2565860000000.0,-1707050000000.0,-1707050000000.0,2023,Q2,3657652000000.0,
76628197000000.0,94195894000000.0,15568486000000.0,22840202000000.0,38408688000000.0,50028634000000.0,55787206000000.0,7737724000000.0,-774739000000.0,-1074285000000.0,-739653000000.0,-739653000000.0,2023,Q3,3657652000000.0,-754194000000.0
75198085000000.0,92949387000000.0,16197793000000.0,22233272000000.0,38431065000000.0,48734611000000.0,54518322000000.0,9733359000000.0,439135000000.0,-1728715000000.0,-1093258000000.0,-1093258000000.0,2023,Q4,3657652000000.0,-4120409000000.0
76457233000000.0,94527037000000.0,15761440000000.0,22279514000000.0,38040954000000.0,50649008000000.0,56486083000000.0,10401819000000.0,2901070000000.0,2591029000000.0,2171332000000.0,2171332000000.0,2024,Q1,3657652000000.0,2115308000000.0
76838437000000.0,98385648000000.0,16988358000000.0,21118775000000.0,38107133000000.0,54434717000000.0,60278515000000.0,13613447000000.0,4953118000000.0,4785098000000.0,3996091000000.0,3996091000000.0,2024,Q2,3657652000000.0,3992497000000.0
78978729000000.0,102515277000000.0,18426430000000.0,18757341000000.0,37183771000000.0,59414095000000.0,65331506000000.0,14794013000000.0,6232215000000.0,6266724000000.0,5187369000000.0,5187369000000.0,2024,Q3,3657652000000.0,5177218000000.0
